"","idccaa","c_p","direccion","horario","latitud","localidad","longitud_wgs84","margen","municipio","precio_biodiesel","precio_bioetanol","precio_gas_natural_comprimido","precio_gas_natural_licuado","precio_gases_licuados_del_petroleo","precio_gasoleo_a","precio_gasoleo_b","precio_gasoleo_premium","precio_gasolina_95_e10","precio_gasolina_95_e5","precio_gasolina_95_e5_premium","precio_gasolina_98_e10","precio_gasolina_98_e5","precio_hidrogeno","provincia","remision","rotulo","tipo_venta","percent_bio_etanol","percent_ester_metilico","ideess","id_municipio","id_provincia","lowcost","CCAA"
"1","01","18830","CARRETERA A-330 KM. 28,3","L-D: 24H",37.779639,"HUESCAR",-2.542361,"D","Huéscar",NA,NA,NA,NA,NA,1.939,1.589,NA,NA,1.699,NA,NA,NA,NA,"GRANADA","dm","LIBRE","P",0,0,11818,2754,"18",TRUE,"Andalucía"
"2","01","18830","AVENIDA DE GRANADA, 50","L-D: 07:00-22:00",37.809028,"HUESCAR",-2.541972,"I","Huéscar",NA,NA,NA,NA,NA,1.999,NA,2.089,NA,1.769,NA,NA,NA,NA,"GRANADA","dm","BP OIL ESPAÑA","P",0,0,6845,2754,"18",TRUE,"Andalucía"
"3","01","18859","CARRETERA MURCIA KM. 139","L-D: 24H",37.595778,"VERTIENTES (LAS)",-2.400611,"D","Cúllar",NA,NA,NA,NA,NA,1.899,NA,1.999,NA,1.799,NA,NA,NA,NA,"GRANADA","dm","LOS VILLARES","P",0,0,14147,2724,"18",TRUE,"Andalucía"
"4","01","18183","AUTOVIA A-92 KM. 92","L-D: 07:00-23:00",37.235028,"HUETOR-SANTILLAN",-3.495806,"D","Huétor de Santillán",NA,NA,NA,NA,NA,1.959,NA,2.019,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","96053","P",0,0,10254,2755,"18",TRUE,"Andalucía"
"5","01","18850","AUTOVIA A-92 KM. 377","L-D: 24H",37.595222,"CULLAR",-2.373556,"I","Cúllar",NA,NA,NA,NA,NA,1.959,NA,2.039,NA,1.769,NA,NA,1.909,NA,"GRANADA","OM","SHELL","P",0,0,6496,2724,"18",FALSE,"Andalucía"
"6","01","23700","C/AUREA GALINDO,69 (CARRETERA km 119)","L-D: 06:00-23:00",38.092806,"LINARES",-3.644583,"D","Linares",NA,NA,NA,NA,NA,1.989,NA,NA,NA,1.749,NA,NA,NA,NA,"JAÉN","OM","REPSOL","P",0,0,5655,3549,"23",FALSE,"Andalucía"
"7","01","18195","CALLE PAGO DEL LUNES, 1","L-D: 07:00-23:00",37.148444,"CULLAR VEGA",-3.662972,"D","Cúllar Vega",NA,NA,NA,NA,0.997,1.797,NA,NA,NA,1.637,NA,NA,NA,NA,"GRANADA","dm","ES.LA NARANJA","P",0,0,12993,2725,"18",TRUE,"Andalucía"
"8","01","18360","CARRETERA VENTA NUEVA KM. 0,1","L-D: 06:00-23:00",37.186833,"HUETOR-TAJAR",-4.040806,"D","Huétor Tájar",NA,NA,NA,NA,NA,1.989,NA,2.091,NA,1.809,NA,NA,1.954,NA,"GRANADA","dm","BP HUETOR TAJAR","P",0,0,9259,2756,"18",TRUE,"Andalucía"
"9","01","18830","CARRETERA PUEBLA DON FADRIQUE S/N KM. 1","L-D: 7:00-22:00",37.810611,"HUESCAR",-2.532583,"I","Huéscar",NA,NA,NA,NA,NA,1.939,1.558,1.989,NA,1.749,NA,NA,1.859,NA,"GRANADA","OM","REPSOL","P",0,0,6713,2754,"18",FALSE,"Andalucía"
"10","01","18500","AUTOVÍA A92 km 292.5","L: 06:00-22:00",37.319806,"GUADIX",-3.158611,"D","Guadix",NA,NA,NA,NA,NA,1.869,NA,NA,NA,1.809,NA,NA,NA,NA,"GRANADA","dm","BP ESTACIÓN DE SERVICIO PUERTA GUADIX","P",0,0,10211,2747,"18",TRUE,"Andalucía"
"11","01","23700","AVDA. 1º MAYO S/N","L-D: 06:00-22:00",38.104306,"LINARES",-3.622444,"D","Linares",NA,NA,NA,NA,NA,1.959,NA,NA,NA,1.829,NA,NA,2.009,NA,"JAÉN","dm","GASOLINERA SANTANA","P",0,0,8095,3549,"23",TRUE,"Andalucía"
"12","01","18850","AUTOVIA CULLAR  A-92 KM. 369","L-D: 06:30-22:30",37.593694,"CULLAR",-2.464583,"I","Cúllar",NA,NA,NA,NA,NA,1.959,NA,2.009,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,6958,2724,"18",FALSE,"Andalucía"
"13","01","18850","AVDA. ANDALUCIA, 3 (A-330 km 3.0)","L-D: 24H",37.584943,"CULLAR",-2.583103,"I","Cúllar",NA,NA,NA,NA,NA,1.999,1.606,NA,NA,NA,NA,NA,NA,NA,"GRANADA","dm","AGRO-OLIVARERA NTRA. SRA. DE LA CABEZA, S. C. A.","P",0,0,10352,2724,"18",TRUE,"Andalucía"
"14","01","18181","ACCESO A-92, 282","L-V: 07:00-21:00; S: 07:00-14:00",37.323028,"DARRO",-3.266583,"I","Darro",NA,NA,NA,NA,NA,1.949,NA,NA,NA,1.739,NA,NA,NA,NA,"GRANADA","dm","CARBURANTES A92","P",0,0,11128,2726,"18",TRUE,"Andalucía"
"15","01","18500","POLIGONO LA MARCOBA M4 P2,","L-D: 24H",37.30325,"GUADIX",-3.146917,"N","Guadix",NA,NA,NA,NA,NA,1.62,NA,NA,NA,1.59,NA,NA,NA,NA,"GRANADA","dm","FENIX OIL","P",0,0,9202,2747,"18",TRUE,"Andalucía"
"16","01","18500","PARQUE EMPRESARIAL PRINCIPE FELIPE, 2/2","L-D: 24H",37.336944,"GUADIX",-3.091722,"D","Guadix",NA,NA,NA,NA,NA,1.999,1.444,NA,NA,NA,NA,NA,NA,NA,"GRANADA","OM","IDS","P",0,0,12544,2747,"18",TRUE,"Andalucía"
"17","01","18195","AVENIDA ANDALUCIA, S/N","L-D: 24H",37.158444,"CULLAR VEGA",-3.673944,"D","Cúllar Vega",NA,NA,NA,NA,NA,1.874,NA,NA,NA,1.684,NA,NA,NA,NA,"GRANADA","dm","MINIOIL","P",0,0,6556,2725,"18",TRUE,"Andalucía"
"18","01","23700","CARRETERA BAÑOS (A-6100) KM. S/N","L-D: 24H",38.104361,"LINARES",-3.647583,"D","Linares",NA,NA,NA,NA,NA,1.999,1.549,2.069,NA,1.769,NA,NA,1.899,NA,"JAÉN","dm","CEPSA","P",0,0,6775,3549,"23",TRUE,"Andalucía"
"19","01","18830","POLIGONO PARCELA 56, 56","L-D: 24H",37.809917,"BARRIO NUEVO",-2.530611,"D","Huéscar",NA,NA,NA,NA,NA,1.9,NA,NA,NA,1.7,NA,NA,NA,NA,"GRANADA","dm","EGEA HUESCAR","P",0,0,13193,2754,"18",TRUE,"Andalucía"
"20","01","18100","CARRETERA ARMILLA KM. 7","L-D: 24H",37.149083,"ARMILLA",-3.618417,"N","Armilla",NA,NA,NA,NA,0.929,1.799,NA,1.849,NA,1.619,NA,NA,1.759,NA,"GRANADA","dm","ASC CARBURANTES","P",0,0,6661,2689,"18",TRUE,"Andalucía"
"21","01","18100","AVENIDA PONIENTE, 45","L-S: 07:00-22:00",37.142806,"ARMILLA",-3.631667,"D","Armilla",NA,NA,NA,NA,NA,1.769,NA,1.829,NA,1.669,NA,NA,NA,NA,"GRANADA","dm","GRANASOL SAN PABLO","P",0,0,6849,2689,"18",TRUE,"Andalucía"
"22","01","18100","CARRETERA GRANADA A ARMILLA KM. 134,25","L-D: 07:00-23:00",37.154111,"ARMILLA",-3.611972,"D","Armilla",NA,NA,NA,NA,NA,1.899,NA,1.969,NA,1.699,NA,NA,1.849,NA,"GRANADA","dm","GALP","P",0,0,7007,2689,"18",TRUE,"Andalucía"
"23","01","18100","CAMINO BAJO, 35","L-D: 24H",37.151833,"ARMILLA",-3.621333,"D","Armilla",NA,NA,NA,NA,NA,1.745,NA,NA,NA,1.599,NA,NA,1.759,NA,"GRANADA","dm","ASC CARBURANTES","P",0,0,12926,2689,"18",TRUE,"Andalucía"
"24","01","18100","AVENIDA FERNANDO DE LOS RIOS, 116","L: 08:30-21:30; M: 09:30-14:30; X-S: 08:30-21:30",37.154306,"ARMILLA",-3.610778,"D","Armilla",NA,NA,NA,NA,NA,1.745,NA,NA,NA,1.599,NA,NA,NA,NA,"GRANADA","dm","Q8","P",0,0,14920,2689,"18",TRUE,"Andalucía"
"25","01","18360","AUTOVIA A-92 KM. 200,3","L-D: 06:00-00:00",37.181111,"HUETOR-TAJAR",-4.054167,"I","Huétor Tájar",NA,NA,NA,NA,NA,1.959,NA,2.019,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,11496,2756,"18",FALSE,"Andalucía"
"26","01","18740","POLIGONO CASTELL DE FERRO, FASE III, KM, 353,5","L-D: 24H",36.731472,"CASTELL DE FERRO",-3.357694,"D","Gualchos",NA,NA,NA,NA,NA,1.989,NA,NA,NA,1.789,NA,NA,1.899,NA,"GRANADA","dm","EESS GASOLEOS FERRER S.L","P",0,0,8077,2749,"18",TRUE,"Andalucía"
"27","01","18740","CARRETERA MALAGA NACIONAL 340 KM. 352","L-S: 06:30-22:20; D: 08:00-22:20",36.720528,"CASTELL DE FERRO",-3.364639,"D","Gualchos",NA,NA,NA,NA,1.15,1.939,NA,2.029,NA,1.749,NA,NA,1.891,NA,"GRANADA","dm","BP","P",0,0,6606,2749,"18",FALSE,"Andalucía"
"28","01","18740","CALLE RAMBLA HILEROS, S/N","L-S: 07:00-23:00",36.734833,"CASTELL DE FERRO",-3.36225,"D","Gualchos",NA,NA,NA,NA,NA,1.799,NA,1.839,NA,1.595,NA,NA,NA,NA,"GRANADA","dm","EL GRUPO SCA","P",0,0,14446,2749,"18",TRUE,"Andalucía"
"29","01","18160","AUTOVIA A-395 KM. 22,4","L-D: 10:00-20:00",37.134806,"GUEJAR-SIERRA",-3.442083,"I","Güejar Sierra",NA,NA,NA,NA,NA,1.929,NA,1.979,NA,1.749,NA,NA,1.859,NA,"GRANADA","OM","REPSOL","P",0,0,6589,2750,"18",FALSE,"Andalucía"
"30","01","18212","CARRETERA NE 55, (GUEVEJAR-COGOLLOS VEGA) KM. 16","L-D: 00:07-23:00",37.260056,"GUEVEJAR",-3.594167,"N","Güevéjar",NA,NA,NA,NA,NA,1.915,NA,1.935,NA,1.695,NA,NA,1.815,NA,"GRANADA","dm","SAN LAZARO GUEVEJAR","P",0,0,6559,2751,"18",TRUE,"Andalucía"
"31","01","18512","AUTOVIA A-92 KM. 246,235","L-D: 06:00-22:00",37.18925,"HUENEJA",-2.954833,"I","Huéneja",NA,NA,NA,NA,NA,1.959,NA,2.009,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,6977,2753,"18",FALSE,"Andalucía"
"32","01","18015","AVENIDA ANDALUCIA, S/N","L-D: 24H",37.197639,"GRANADA",-3.641139,"D","Granada",NA,NA,NA,NA,NA,1.869,NA,NA,NA,1.639,NA,NA,NA,NA,"GRANADA","dm","PETROL & GO","P",0,0,13801,2745,"18",TRUE,"Andalucía"
"33","01","18015","CARRETERA ANTIGUA DE MALAGA KM. 138","L-D: 24H",37.190667,"GRANADA",-3.635944,"D","Granada",NA,NA,NA,NA,NA,1.849,NA,NA,NA,1.639,NA,NA,NA,NA,"GRANADA","dm","ASC CARBURANTES","P",0,0,12739,2745,"18",TRUE,"Andalucía"
"34","01","18015","CALLE DE LA CONSTRUCCION, 15","L-D: 07:00-23:00",37.194333,"GRANADA",-3.635667,"N","Granada",NA,NA,NA,NA,NA,1.916,NA,NA,NA,1.627,NA,NA,NA,NA,"GRANADA","dm","ASOCIACION GREMIAL TAXI GRANADA","R",0,0,15383,2745,"18",TRUE,"Andalucía"
"35","01","18015","AVENIDA AVDA DE ANDALUCÍA, S/N","L-D: 24H",37.197556,"GRANADA",-3.641194,"D","Granada",NA,NA,2.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRANADA","dm","NATURGY ES GRANADA-PETROL&GO","P",0,0,14750,2745,"18",TRUE,"Andalucía"
"36","01","18008","CARRETERA SIERRA (DE LA) KM. 313","L-D: 24H",37.162694,"GRANADA",-3.557944,"I","Granada",NA,NA,NA,NA,NA,1.915,NA,1.975,NA,1.689,NA,NA,1.801,NA,"GRANADA","dm","SAN LAZARO","P",0,0,13555,2745,"18",TRUE,"Andalucía"
"37","01","18008","AVENIDA SIERRA NEVADA, 45","L-D: 06:30-22:30",37.166056,"GRANADA",-3.583972,"I","Granada",NA,NA,NA,NA,NA,1.919,NA,1.979,NA,1.709,1.769,NA,NA,NA,"GRANADA","dm","CEPSA","P",0,0,6586,2745,"18",TRUE,"Andalucía"
"38","01","18008","PASEO DEL EMPERADOR CARLOS V, 3","L-D: 07:00-22:00",37.15675,"GRANADA",-3.594389,"D","Granada",NA,NA,NA,NA,NA,1.939,NA,1.989,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,5728,2745,"18",FALSE,"Andalucía"
"39","01","18012","AVENIDA LAS ALPUJARRAS, S/N","L-D: 24H",37.183528,"GRANADA",-3.624389,"I","Granada",NA,NA,NA,NA,1.009,1.959,NA,2.049,NA,1.779,NA,NA,1.929,NA,"GRANADA","OM","REPSOL","P",0,0,12038,2745,"18",FALSE,"Andalucía"
"40","01","18012","CARRETERA PULIANAS (DE) KM. S/N","L-D: 06:00-00:00",37.211111,"GRANADA",-3.61,"D","Granada",NA,NA,NA,NA,NA,1.939,NA,1.999,NA,1.759,NA,NA,1.869,NA,"GRANADA","OM","REPSOL","P",0,0,11821,2745,"18",FALSE,"Andalucía"
"41","01","18011","AVENIDA PULIANAS, S/N","L-D: 07:00-23:00",37.195028,"GRANADA",-3.603972,"D","Granada",NA,NA,NA,NA,NA,1.949,NA,2.009,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,5808,2745,"18",FALSE,"Andalucía"
"42","01","18013","C.C. ALCAMPO. CRTA. JAÉN km 88","L-D: 24H",37.198222,"GRANADA",-3.611083,"N","Granada",NA,NA,NA,NA,NA,1.795,NA,1.831,NA,1.629,NA,NA,1.749,NA,"GRANADA","dm","ALCAMPO","P",0,0,5086,2745,"18",TRUE,"Andalucía"
"43","01","18013","POLIGONO INDUSTRIAL  ALMANJAYAR, PARC 55-80-0-01-","L-V: 06:30-21:30; S-D: 08:00-15:00",37.205667,"GRANADA",-3.618861,"D","Granada",NA,NA,NA,NA,NA,1.919,NA,NA,NA,1.719,NA,NA,NA,NA,"GRANADA","dm","CEPSA","P",0,0,6569,2745,"18",TRUE,"Andalucía"
"44","01","18014","AVENIDA DE MADRID, 19","L-J: 07:00-23:00; V-S: 24H; D: 07:00-23:00",37.189944,"GRANADA",-3.606444,"N","Granada",NA,NA,NA,NA,NA,1.929,NA,1.989,NA,1.759,NA,NA,1.859,NA,"GRANADA","dm","STAR PETROLEUM","P",0,0,6885,2745,"18",TRUE,"Andalucía"
"45","01","18560","CR N-324, 175,3","L-S: 07:00-23:00; D: 08:00-23:00",37.561333,"GUADAHORTUNA",-3.400139,"D","Guadahortuna",NA,NA,NA,NA,NA,1.929,1.567,1.999,NA,1.749,NA,NA,NA,NA,"GRANADA","OM","REPSOL","P",0,0,6956,2746,"18",FALSE,"Andalucía"
"46","01","18500","AUTOVIA A-92 KM. 292","L-D: 24H",37.320472,"GUADIX",-3.152639,"I","Guadix",NA,NA,NA,NA,NA,1.989,NA,2.091,NA,1.789,NA,NA,1.943,NA,"GRANADA","dm","BP","P",0,0,10298,2747,"18",FALSE,"Andalucía"
"47","01","18500","AVENIDA BUENOS AIRES, S/N","L-D: 06:00-22:00",37.306444,"GUADIX",-3.132722,"I","Guadix",NA,NA,NA,NA,NA,1.959,NA,2.009,NA,1.749,NA,NA,1.859,NA,"GRANADA","OM","REPSOL","P",0,0,6687,2747,"18",FALSE,"Andalucía"
"48","01","23700","AVENIDA SAN CRISTOBAL, SN","L-D: 24H",38.090556,"LINARES",-3.648417,"D","Linares",NA,NA,NA,NA,NA,1.969,NA,NA,NA,1.769,NA,NA,NA,NA,"JAÉN","dm",".ES CARBURANTES","P",0,0,14658,3549,"23",TRUE,"Andalucía"
"49","01","23780","CARRETERA COMARCAL 527 KM. 29","L-D: 06:00-22:00",37.948722,"LOPERA",-4.219722,"I","Lopera",NA,NA,NA,NA,NA,1.949,1.459,1.999,NA,1.719,NA,NA,NA,NA,"JAÉN","dm","E.S. LA LOPERANA","P",0,0,6502,3550,"23",TRUE,"Andalucía"
"50","01","23780","CTRA. VILLA DEL RIO-PORCUNA km 29,10","L-D: 05:00-23:00",37.948694,"LOPERA",-4.217194,"I","Lopera",NA,NA,NA,NA,NA,1.909,1.629,1.999,NA,1.699,NA,NA,NA,NA,"JAÉN","dm","ESTACION DE SERVICIO DIEGO PILETA  Y AUTOLAVADO AGUA OSMOTIZADA: HIJOS DE DIEGO PILETA","P",0,0,5084,3550,"23",TRUE,"Andalucía"
"51","01","23780","CARRETERA NACIONAL 4 KM. 346,6","L-D: 06:00-22:00",37.990056,"LOPERA",-4.261278,"D","Lopera",NA,NA,NA,NA,NA,1.989,NA,2.039,NA,1.759,NA,NA,NA,NA,"JAÉN","OM","REPSOL","P",0,0,6942,3550,"23",FALSE,"Andalucía"
"52","01","23780","CARRETERA N-4 KM. 346,6","L-D: 06:00-22:00",37.989972,"LOPERA",-4.26125,"I","Lopera",NA,NA,NA,NA,NA,1.989,NA,2.039,NA,1.759,NA,NA,1.899,NA,"JAÉN","OM","REPSOL","P",0,0,6943,3550,"23",FALSE,"Andalucía"
"53","01","18340","AVENIDA SIERRA ELVIRA, PG.IND. LA FUENTE, 1","L-D: 24H",37.216417,"FUENTE VAQUEROS",-3.725611,"D","Fuente Vaqueros",NA,NA,NA,NA,NA,1.859,NA,NA,NA,1.669,NA,NA,NA,NA,"GRANADA","dm","ASC CARBURANTES","P",0,0,12500,2738,"18",TRUE,"Andalucía"
"54","01","18110","CALLE PROGRESO, 72","L-V: 06:00-22:00",37.137361,"GABIA GRANDE",-3.660389,"N","Gabias (Las)",NA,NA,NA,NA,NA,1.885,NA,NA,NA,1.676,NA,NA,1.848,NA,"GRANADA","dm","LAS GABIAS","P",0,0,6730,2739,"18",TRUE,"Andalucía"
"55","01","18840","CARRETERA HUESCAR A-330 KM. 21","L-D: 07:00-11:00",37.752694,"GALERA",-2.551389,"D","Galera",NA,NA,NA,NA,NA,1.989,1.659,2.059,NA,1.859,NA,NA,1.949,NA,"GRANADA","dm","E. S. SAN JOSÉ","P",0,0,8973,2740,"18",TRUE,"Andalucía"
"56","01","18870","AUTOVIA A-92 NORTE KM. 208","L-D: 07:00-22:00",37.393278,"GOR",-3.02725,"D","Gor",NA,NA,NA,NA,NA,1.959,NA,2.009,NA,1.769,NA,NA,1.899,NA,"GRANADA","OM","CAMPSA","P",0,0,5734,2743,"18",TRUE,"Andalucía"
"57","01","18870","AUTOVIA A92N KM. 12","L-D: 07:00-23:00",37.392333,"GOR",-3.009528,"D","Gor",NA,NA,NA,NA,NA,1.989,NA,2.019,NA,1.809,NA,NA,2.009,NA,"GRANADA","dm","GOR","P",0,0,5727,2743,"18",TRUE,"Andalucía"
"58","01","18003","CAMINO DE RONDA, 117","L-D: 24H",37.177639,"GRANADA",-3.61075,"D","Granada",NA,NA,NA,NA,0.957,1.965,NA,2.031,NA,1.754,1.814,NA,1.886,NA,"GRANADA","dm","CEPSA","P",0,0,6583,2745,"18",TRUE,"Andalucía"
"59","01","18003","CARRETERA ANTIGUA DE MALAGA A GRANADA KM. 142","L-D: 06:00-23:00",37.190722,"GRANADA",-3.636361,"D","Granada",NA,NA,NA,NA,1.009,1.939,NA,NA,NA,1.769,NA,NA,NA,NA,"GRANADA","OM","REPSOL","P",0,0,12699,2745,"18",FALSE,"Andalucía"
"60","01","18003","CALLE CAMINO DE RONDA, 199","L-D: 24H",37.188194,"GRANADA",-3.614917,"D","Granada",NA,NA,NA,NA,NA,1.859,NA,NA,NA,1.729,NA,NA,NA,NA,"GRANADA","dm","EASYGAS","P",0,0,6708,2745,"18",TRUE,"Andalucía"
"61","01","18004","CL PROLONGACION RECOGIDAS, S/N","L-D: 24H",37.170194,"GRANADA",-3.605806,"D","Granada",NA,NA,NA,NA,NA,1.949,NA,1.999,NA,1.779,NA,NA,1.889,NA,"GRANADA","OM","REPSOL","P",0,0,5807,2745,"18",FALSE,"Andalucía"
"62","01","18006","AVENIDA DILAR, 19","L-D: 07:00-22:00",37.160639,"GRANADA",-3.5995,"D","Granada",NA,NA,NA,NA,NA,1.939,NA,1.989,NA,1.759,NA,NA,1.869,NA,"GRANADA","OM","REPSOL","P",0,0,6809,2745,"18",FALSE,"Andalucía"
"63","01","18006","CALLE CL DE LA SULTANA , 9, 9","L-D: 06:00-22:00",37.151333,"GRANADA",-3.592194,"I","Granada",NA,NA,NA,NA,1.009,1.949,NA,1.999,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,6978,2745,"18",FALSE,"Andalucía"
"64","01","18006","CARRETERA N323 KM. 134","L-D: 24H",37.155222,"GRANADA",-3.610333,"I","Granada",NA,NA,NA,NA,NA,1.929,NA,1.969,NA,1.749,NA,NA,1.879,NA,"GRANADA","dm","CARREFOUR","P",0,0,6829,2745,"18",TRUE,"Andalucía"
"65","01","18007","AVENIDA EMPERADOR CARLOS V, S/N","L: 07:00-23:00",37.154056,"GRANADA",-3.593611,"D","Granada",NA,NA,NA,NA,NA,1.965,NA,2.031,NA,1.749,NA,NA,1.881,NA,"GRANADA","OM","CEPSA","P",0,0,6600,2745,"18",TRUE,"Andalucía"
"66","01","18007","AVENIDA DEL CONOCIMIENTO, 1","L-D: 24H",37.144389,"GRANADA",-3.604972,"N","Granada",NA,NA,NA,NA,0.965,1.935,NA,1.965,NA,1.745,NA,NA,1.845,NA,"GRANADA","dm","SHELL","P",0,0,12355,2745,"18",FALSE,"Andalucía"
"67","01","18015","AVENIDA ANDALUCIA, S/N","L-D: 06:00-22:00",37.197583,"GRANADA",-3.63875,"D","Granada",NA,NA,NA,NA,NA,1.959,NA,2.009,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,6904,2745,"18",FALSE,"Andalucía"
"68","01","18015","AVENIDA ANDALUCÍA, S/N","L-D: 06:00-22:00",37.198278,"GRANADA",-3.637917,"I","Granada",NA,NA,NA,NA,NA,1.959,NA,2.009,NA,1.769,NA,NA,1.879,NA,"GRANADA","OM","REPSOL","P",0,0,6905,2745,"18",FALSE,"Andalucía"
"69","01","18015","AVENIDA ANDALUCIA, 46","L-D: 24H",37.194278,"GRANADA",-3.626472,"D","Granada",NA,NA,NA,NA,NA,1.989,NA,2.091,NA,1.789,NA,NA,1.943,NA,"GRANADA","dm","BP AUTOPISTA GRANADA","P",0,0,6830,2745,"18",TRUE,"Andalucía"
"70","01","18015","CARRETERA N-432 KM. 431,00","L-D: 06:00-22:00",37.20425,"GRANADA",-3.655417,"N","Granada",NA,NA,NA,NA,NA,1.859,NA,1.909,NA,1.669,NA,NA,1.769,NA,"GRANADA","dm","ASC CARBURANTES","P",0,0,14214,2745,"18",TRUE,"Andalucía"
"71","01","18015","AVENIDA ANDALUCIA, S/N","L-D: 24H",37.195611,"GRANADA",-3.632667,"N","Granada",1.859,NA,NA,NA,NA,1.889,NA,NA,NA,1.639,NA,NA,1.739,NA,"GRANADA","dm","TAMOIL","P",0,7,7010,2745,"18",TRUE,"Andalucía"
"72","01","18230","POLIGONO COMPLEJO MERCAGRANADA, PARCELA B, SUBZONA II (N-432 KM 431), 1","L-D: 06:00-22:00",37.204972,"ATARFE",-3.664639,"I","Atarfe",NA,NA,NA,NA,NA,1.969,NA,2.049,NA,1.759,1.859,NA,NA,NA,"GRANADA","OM","CEPSA","P",0,0,6584,2690,"18",TRUE,"Andalucía"
"73","01","18230","CALLE RONDA LINDARAJAS, S/N","L-D: 24H",37.221667,"ATARFE",-3.681944,"D","Atarfe",NA,NA,NA,NA,NA,1.859,NA,NA,NA,1.669,NA,NA,NA,NA,"GRANADA","dm","E.S. EL MOLINO ATARFE DOS","P",0,0,13070,2690,"18",TRUE,"Andalucía"
"74","01","18230","POLIGONO SI-9.2, 35","L-D: 24H",37.219611,"ATARFE",-3.700611,"N","Atarfe",NA,NA,NA,NA,NA,1.859,NA,1.909,NA,1.669,NA,NA,NA,NA,"GRANADA","dm","E.S. EL MOLINO ATARFE I","P",0,0,12517,2690,"18",TRUE,"Andalucía"
"75","01","18230","CARRETERA ATARFE-SANTA FE KM. 0,5","L-V: 07:00-21:00; S: 07:00-14:00",37.215278,"ATARFE",-3.700417,"D","Atarfe",NA,NA,NA,NA,NA,1.769,NA,1.829,NA,1.669,NA,NA,NA,NA,"GRANADA","dm","E.S. PETRONACHIL - LOS ALAMOS","P",0,0,12048,2690,"18",TRUE,"Andalucía"
"76","01","18800","CTRA. BENAMAUREL, KM 2,200 (A-92 NORTE km 0,200)","L-D: 24H",37.508639,"BAZA",-2.765861,"D","Baza",NA,NA,NA,NA,NA,1.989,NA,2.059,NA,1.789,NA,NA,1.939,NA,"GRANADA","dm","GALP","P",0,0,6558,2691,"18",TRUE,"Andalucía"
"77","01","18800","N-342 km 177,6","L-D: 06:30-22:30",37.493694,"BAZA",-2.775111,"D","Baza",NA,NA,NA,NA,NA,1.979,NA,2.059,NA,1.779,1.829,NA,1.879,NA,"GRANADA","dm","REPSOL","P",0,0,10273,2691,"18",FALSE,"Andalucía"
"78","01","18800","A-334 km 4.5","L-D: 06:30-22:30",37.481666,"BAZA",-2.766909,"D","Baza",NA,NA,NA,NA,NA,1.979,NA,2.059,NA,1.779,NA,NA,1.879,NA,"GRANADA","dm","REPSOL","P",0,0,10332,2691,"18",FALSE,"Andalucía"
"79","01","18800","AVENIDA MURCIA S/N, S/N","L-S: 06:00-23:00; D: 07:00-23:00",37.493361,"BAZA",-2.765278,"I","Baza",NA,NA,NA,NA,NA,1.975,1.619,2.029,NA,1.729,NA,NA,NA,NA,"GRANADA","dm","EE SS. VENTA DEL SOL CEPSA","P",0,0,5771,2691,"18",TRUE,"Andalucía"
"80","01","18800","CARRETERA BENAMAUREL KM. S/N","L-V: 06:00-00:00; S-D: 07:00-00:00",37.504889,"BAZA",-2.769194,"N","Baza",NA,NA,NA,NA,NA,1.989,NA,2.079,NA,1.789,NA,NA,NA,NA,"GRANADA","dm","BP BAZA","P",0,0,10422,2691,"18",TRUE,"Andalucía"
"81","01","18800","CARRETERA DE MURCIA S/N KM. S/N","L-D: 24H",37.495222,"BAZA",-2.760472,"D","Baza",NA,NA,NA,NA,NA,1.884,NA,NA,NA,1.704,NA,NA,NA,NA,"GRANADA","dm","E.S MINIOIL","P",0,0,14045,2691,"18",TRUE,"Andalucía"
"82","01","18800","CALLE F (POL LA NORIA), 10","L-D: 24H",37.502694,"BAZA",-2.743417,"N","Baza",NA,NA,NA,NA,NA,1.859,NA,NA,NA,1.689,NA,NA,NA,NA,"GRANADA","dm","NORTEGRA LOW COST","P",0,0,12976,2691,"18",TRUE,"Andalucía"
"83","01","18800","CARRETERA BENAMAUREL KM. 4","L-D: 24H",37.502278,"BAZA",-2.773389,"D","Baza",NA,NA,NA,NA,NA,1.879,NA,NA,NA,1.739,NA,NA,NA,NA,"GRANADA","dm","CARBA","P",0,0,13143,2691,"18",TRUE,"Andalucía"
"84","01","18500","PARAJE CASASOLA JUNTO A AUTOVIA A92","L-D: 24H",37.508417,"BAZA",-2.738472,"N","Baza",NA,NA,NA,NA,NA,1.989,NA,2.059,NA,1.819,NA,NA,NA,NA,"GRANADA","dm","CEPSA","P",0,0,10213,2691,"18",TRUE,"Andalucía"
